raceId,driverId,stop,pit_lap,year,round,circuit_name,race_position,lap_time_ms,constructorId,grid_position,constructor_name,driver_champ_points,constructor_champ_points,personal_best_ms,lap_time_delta,prev_pit_lap,laps_since_last_pit,max_lap,laps_remaining,driverId_ahead,approx_gap_ahead,driverId_behind,approx_gap_behind,tyre_deg_slope_ms_per_lap,rival_ahead_just_pitted,rival_behind_just_pitted,strategy
1051,842,1,13,2021,20,Losail International Circuit,17,112700,213,2,AlphaTauri,92.0,112.0,87019,25681,0,13,57,44,854.0,0.786,853.0,1.828,4487.399999999999,0,0,Undercut
970,832,4,28,2017,2,Shanghai International Circuit,6,104375,5,11,Toro Rosso,4.0,6.0,97398,6977,6,22,56,28,8.0,14.584,822.0,5.11,964.9999999999997,0,0,Standard
1124,857,1,1,2024,4,Suzuka Circuit,6,144356,1,6,McLaren,28.0,55.0,94802,49554,0,1,53,52,4.0,3.83,1.0,8.36,0.0,0,0,Standard
979,835,1,46,2017,11,Hungaroring,11,88551,4,10,Renault,0.0,26.0,81589,6962,0,46,70,24,838.0,2.345,825.0,1.685,887.6999999999958,0,0,Standard
976,807,1,13,2017,8,Baku City Circuit,8,150490,4,13,Renault,18.0,18.0,108536,41954,0,13,51,38,839.0,2.968,825.0,15.0,5000.0,1,1,Standard
974,828,1,35,2017,6,Circuit de Monaco,17,95806,15,19,Sauber,0.0,4.0,76829,18977,0,35,78,43,840.0,15.0,836.0,5.921,3604.599999999995,0,0,Standard
986,838,1,31,2017,18,Autódromo Hermanos Rodríguez,10,88074,1,19,McLaren,13.0,23.0,80972,7102,0,31,71,40,4.0,4.531,13.0,15.0,985.2000000000085,0,0,Standard
971,8,1,12,2017,3,Bahrain International Circuit,4,99139,6,5,Ferrari,22.0,65.0,93720,5419,0,12,57,45,817.0,5.219,13.0,2.667,509.59999999999604,0,0,Standard
1016,154,1,34,2019,7,Circuit Gilles Villeneuve,15,95392,210,14,Haas F1 Team,2.0,16.0,76245,19147,0,34,70,36,841.0,4.458,825.0,11.179,3451.5000000000177,1,0,Standard
901,826,2,22,2014,2,Sepang International Circuit,11,112826,5,11,Toro Rosso,2.0,6.0,106695,6131,10,12,56,34,825.0,1.04,154.0,1.902,1076.000000000002,0,0,Standard
1039,20,6,45,2020,9,Autodromo Internazionale del Mugello,12,1375100,6,14,Ferrari,16.0,61.0,81202,100000,43,2,59,14,847.0,2.908,,15.0,5000.0,1,0,Emergency
1128,1,51,2,2024,8,Circuit de Monaco,7,152812,131,7,Mercedes,35.0,79.0,74165,78647,1,1,78,76,830.0,0.229,852.0,0.27,0.0,1,1,Emergency
1076,844,1,22,2022,3,Albert Park Grand Prix Circuit,1,98340,6,1,Ferrari,45.0,78.0,80260,18080,0,22,58,36,,15.0,847.0,6.643,2888.3000000000093,0,0,Standard
960,3,1,9,2016,13,Circuit de Spa-Francorchamps,1,182739,131,1,Mercedes,198.0,415.0,111746,70993,0,9,44,35,,15.0,817.0,0.866,5000.0,0,0,Standard
1112,859,1,13,2023,14,Autodromo Nazionale di Monza,15,92053,213,12,AlphaTauri,0.0,3.0,85842,6211,0,13,51,38,839.0,0.71,840.0,1.642,907.7000000000061,0,0,Undercut
1079,847,1,13,2022,6,Circuit de Barcelona-Catalunya,3,92390,131,4,Mercedes,59.0,95.0,84636,7754,0,13,66,53,815.0,0.356,830.0,1.116,536.6000000000049,0,0,Undercut
914,820,2,11,2014,15,Suzuka Circuit,20,125035,206,21,Marussia,0.0,2.0,116472,8563,2,9,44,33,828.0,0.667,813.0,15.0,-5000.0,0,1,Undercut
994,839,1,23,2018,6,Circuit de Monaco,7,98104,10,6,Force India,1.0,18.0,77027,21077,0,23,78,55,842.0,3.658,807.0,0.752,3962.999999999995,0,0,Standard
1011,154,1,1,2019,2,Bahrain International Circuit,20,139964,210,11,Haas F1 Team,0.0,8.0,97262,42702,0,1,57,56,840.0,7.044,,15.0,0.0,0,0,Standard
1130,857,2,46,2024,10,Circuit de Barcelona-Catalunya,7,84084,1,9,McLaren,81.0,212.0,77874,6210,21,25,66,20,832.0,1.22,815.0,12.488,882.4999999999984,0,0,Standard
1018,840,1,25,2019,9,Red Bull Ring,12,74253,211,14,Racing Point,6.0,19.0,69288,4965,0,25,71,46,817.0,0.593,848.0,3.562,811.1000000000018,0,0,Undercut
943,834,2,50,2015,17,Autódromo Hermanos Rodríguez,18,115668,209,16,Manor Marussia,0.0,0.0,85005,30663,27,23,71,21,829.0,3.585,,15.0,5000.0,0,0,Standard
976,20,1,12,2017,8,Baku City Circuit,2,122100,6,4,Ferrari,141.0,214.0,103441,18659,0,12,51,39,1.0,4.032,815.0,9.281,3111.300000000009,0,0,Standard
1010,9,3,44,2019,1,Albert Park Grand Prix Circuit,17,108376,3,20,Williams,0.0,0.0,89284,19092,28,16,58,14,847.0,15.0,,15.0,3600.0000000000173,1,0,Standard
1070,8,1,32,2021,18,Autódromo Hermanos Rodríguez,7,85099,51,10,Alfa Romeo,6.0,7.0,80713,4386,0,32,71,39,842.0,1.896,844.0,0.231,599.8999999999988,1,1,Overcut
992,828,4,39,2018,4,Baku City Circuit,17,148577,15,18,Sauber,2.0,2.0,107925,40652,36,3,51,12,838.0,15.0,,15.0,5000.0,0,0,Standard
1108,852,2,32,2023,10,Silverstone Circuit,13,107079,213,16,AlphaTauri,2.0,2.0,92084,14995,14,18,52,20,822.0,9.438,840.0,2.849,2776.8999999999896,0,1,Standard
994,840,1,9,2018,6,Circuit de Monaco,20,147991,3,17,Williams,4.0,4.0,74944,73047,0,9,78,69,845.0,15.0,,15.0,5000.0,1,0,Standard
1115,858,1,13,2023,17,Losail International Circuit,9,94911,3,15,Williams,0.0,21.0,87983,6928,0,13,57,44,822.0,0.775,840.0,0.085,595.8000000000048,0,0,Undercut
938,4,1,28,2015,12,Autodromo Nazionale di Monza,14,95756,1,16,McLaren,11.0,17.0,89285,6471,0,28,53,25,830.0,11.403,18.0,7.621,953.2,0,0,Standard
911,4,1,12,2014,12,Circuit de Spa-Francorchamps,2,120692,6,4,Ferrari,115.0,142.0,113879,6813,0,12,44,32,822.0,1.428,18.0,3.429,646.2999999999932,0,0,Standard
982,1,1,1,2017,14,Marina Bay Street Circuit,1,179371,131,5,Mercedes,238.0,435.0,105008,74363,0,1,58,57,,15.0,817.0,1.51,0.0,0,0,Standard
905,820,1,24,2014,6,Circuit de Monaco,17,110933,206,19,Marussia,0.0,0.0,80579,30354,0,24,78,54,154.0,1.138,,15.0,5000.0,1,0,Standard
1124,840,3,22,2024,4,Suzuka Circuit,15,102328,117,16,Aston Martin,9.0,25.0,95798,6530,12,10,53,31,852.0,1.036,839.0,15.0,676.5000000000031,0,0,Standard
951,13,2,46,2016,4,Sochi Autodrom,5,107718,3,4,Williams,22.0,29.0,99743,7975,18,28,53,7,822.0,15.0,4.0,15.0,1179.8999999999994,0,0,Standard
1138,832,1,13,2024,18,Marina Bay Street Circuit,14,107072,6,10,Ferrari,184.0,425.0,96561,10511,0,13,62,49,825.0,3.046,842.0,1.387,1676.6000000000026,0,0,Standard
1072,840,3,15,2021,21,Jeddah Corniche Circuit,14,199187,117,18,Aston Martin,34.0,77.0,92804,100000,13,2,50,35,4.0,2.054,849.0,1.42,-5000.0,1,1,Emergency
1033,848,2,34,2020,3,Hungaroring,7,85954,9,13,Red Bull,12.0,27.0,79440,6514,3,31,70,36,815.0,0.485,817.0,3.438,612.9000000000119,0,0,Undercut
1072,830,1,13,2021,21,Jeddah Corniche Circuit,1,174881,9,3,Red Bull,351.5,541.5,91488,83393,0,13,50,37,,15.0,1.0,3.853,5000.0,0,0,Emergency
917,807,2,36,2014,18,Autódromo José Carlos Pace,4,80550,10,12,Force India,76.0,123.0,73728,6822,16,20,71,35,13.0,3.762,18.0,0.943,935.699999999997,0,0,Standard
904,16,2,35,2014,5,Circuit de Barcelona-Catalunya,17,96934,15,16,Sauber,0.0,0.0,91473,5461,17,18,66,31,821.0,5.35,824.0,15.0,785.2999999999936,0,0,Standard
1104,847,1,54,2023,6,Circuit de Monaco,5,117545,131,8,Mercedes,40.0,96.0,76798,40747,0,54,78,24,844.0,8.801,839.0,3.264,5000.0,0,0,Standard
1064,849,1,23,2021,13,Circuit Park Zandvoort,17,80626,3,0,Williams,7.0,20.0,75790,4836,0,23,72,49,9.0,3.549,853.0,5.403,430.60000000000224,0,0,Standard
905,4,1,26,2014,6,Circuit de Monaco,5,115025,6,5,Ferrari,49.0,66.0,79727,35298,0,26,78,52,817.0,4.849,13.0,13.638,5000.0,0,0,Standard
914,828,2,11,2014,15,Suzuka Circuit,19,125847,207,17,Caterham,0.0,0.0,114669,11178,2,9,44,33,18.0,2.043,820.0,0.667,-5000.0,1,0,Standard
987,8,2,2,2017,19,Autódromo José Carlos Pace,3,139111,6,3,Ferrari,178.0,455.0,72492,66619,1,1,71,69,822.0,2.125,830.0,0.805,0.0,1,1,Standard
1095,832,3,53,2022,21,Autódromo José Carlos Pace,2,95631,6,7,Ferrari,212.0,487.0,73953,21678,36,17,71,18,847.0,8.188,1.0,1.833,4069.9000000000156,0,0,Emergency
913,825,2,26,2014,14,Marina Bay Street Circuit,8,122108,1,9,McLaren,38.0,110.0,111639,10469,13,13,60,34,8.0,3.449,822.0,0.724,1466.7999999999918,1,0,Standard
978,8,1,24,2017,10,Silverstone Circuit,2,93511,6,2,Ferrari,83.0,254.0,91517,1994,0,24,51,27,1.0,11.037,822.0,8.534,-4.100000000003817,0,0,Standard
1085,839,1,18,2022,12,Circuit Paul Ricard,11,141240,214,10,Alpine F1 Team,52.0,81.0,98684,42556,0,18,53,35,832.0,1.448,840.0,1.815,5000.0,0,0,Standard
1136,817,1,11,2024,16,Autodromo Nazionale di Monza,14,91962,215,12,RB F1 Team,12.0,34.0,84219,7743,0,11,53,42,840.0,1.282,861.0,1.372,1261.600000000002,0,0,Standard
1069,832,2,29,2021,17,Circuit of the Americas,6,102079,6,5,Ferrari,116.5,232.5,100377,1702,11,18,56,27,817.0,1.823,846.0,4.226,-117.4999999999935,0,0,Standard
1073,815,3,53,2021,22,Yas Marina Circuit,3,107607,9,4,Red Bull,190.0,559.5,86419,21188,36,17,58,5,830.0,15.0,832.0,15.0,4230.10000000001,0,0,Emergency
955,828,1,16,2016,8,Baku City Circuit,17,118586,15,20,Sauber,0.0,0.0,108898,9688,0,16,51,35,154.0,0.294,825.0,5.132,1322.2999999999847,0,0,Undercut
1011,1,2,34,2019,2,Bahrain International Circuit,3,100157,131,3,Mercedes,18.0,44.0,93528,6629,13,21,57,23,20.0,8.011,822.0,7.929,578.4000000000095,0,0,Standard
1051,830,3,55,2021,20,Losail International Circuit,2,117248,9,7,Red Bull,332.5,510.5,83196,34052,41,14,57,2,1.0,15.0,4.0,15.0,5000.0,0,0,Standard
976,839,1,12,2017,8,Baku City Circuit,6,127333,10,7,Force India,27.0,71.0,105634,21699,0,12,51,39,13.0,2.36,840.0,0.194,3921.299999999999,0,0,Standard
1096,846,1,15,2022,22,Yas Marina Circuit,7,94516,1,7,McLaren,113.0,148.0,88391,6125,0,15,58,43,1.0,7.451,20.0,2.425,463.60000000000355,0,0,Standard
1087,832,1,11,2022,14,Circuit de Spa-Francorchamps,3,119054,6,1,Ferrari,156.0,334.0,111977,7077,0,11,44,33,830.0,2.3,847.0,1.194,1313.499999999996,0,0,Standard
988,822,1,21,2017,20,Yas Marina Circuit,1,104816,131,1,Mercedes,280.0,625.0,100650,4166,0,21,55,34,,15.0,1.0,0.232,462.2000000000018,0,0,Standard
1104,832,1,33,2023,6,Circuit de Monaco,6,93612,6,4,Ferrari,44.0,78.0,76449,17163,0,33,78,45,847.0,7.418,839.0,1.082,3284.2000000000035,0,1,Overcut
1059,830,1,18,2021,7,Circuit Paul Ricard,3,118099,9,1,Red Bull,105.0,174.0,96404,21695,0,18,53,35,815.0,11.424,822.0,4.718,3711.6999999999953,0,1,Standard
975,836,2,40,2017,7,Circuit Gilles Villeneuve,17,95407,15,20,Sauber,4.0,4.0,77091,18316,1,39,70,30,828.0,15.0,,15.0,3545.200000000022,0,0,Standard
1071,1,3,26,2021,19,Autódromo José Carlos Pace,3,78676,131,10,Mercedes,293.5,478.5,71982,6694,8,18,71,45,815.0,0.117,822.0,1.442,849.0999999999966,0,0,Undercut
902,4,1,12,2014,3,Bahrain International Circuit,9,105825,6,9,Ferrari,24.0,30.0,99732,6093,0,12,57,45,20.0,0.3,817.0,1.376,720.5999999999941,0,0,Undercut
916,4,1,16,2014,17,Circuit of the Americas,3,106222,6,6,Ferrari,141.0,188.0,101474,4748,0,16,56,40,3.0,2.659,8.0,2.925,255.09999999998988,1,0,Standard
1074,817,2,33,2022,1,Bahrain International Circuit,17,103359,1,18,McLaren,0.0,0.0,97261,6098,17,16,57,24,848.0,8.683,807.0,4.438,550.2999999999994,0,0,Standard
1034,848,1,6,2020,4,Silverstone Circuit,13,95837,9,12,Red Bull,22.0,55.0,88689,7148,0,6,52,46,841.0,0.217,826.0,0.478,-5000.0,0,0,Undercut
1057,854,4,47,2021,6,Baku City Circuit,16,151357,210,17,Haas F1 Team,0.0,0.0,107624,43733,44,3,51,4,849.0,15.0,853.0,15.0,5000.0,0,1,Standard
1093,846,1,14,2022,19,Circuit of the Americas,7,103971,1,6,McLaren,101.0,130.0,101322,2649,0,14,56,42,1.0,7.088,4.0,4.439,-50.39999999999151,1,0,Standard
1067,830,1,36,2021,16,Istanbul Park,2,94948,9,2,Red Bull,244.5,364.5,92759,2189,0,36,58,22,822.0,6.783,844.0,1.554,241.9999999999985,0,0,Standard
949,815,1,2,2016,2,Bahrain International Circuit,18,106146,10,18,Force India,0.0,6.0,96067,10079,0,2,57,55,837.0,0.355,807.0,15.0,-1858.9999999999845,0,1,Undercut
906,8,2,39,2014,7,Circuit Gilles Villeneuve,12,97430,6,10,Ferrari,17.0,78.0,78529,18901,17,22,70,31,818.0,3.94,18.0,1.939,3487.0000000000005,0,1,Standard
945,3,1,10,2015,19,Yas Marina Circuit,1,109514,131,1,Mercedes,297.0,660.0,105356,4158,0,10,55,45,,15.0,1.0,3.612,475.199999999993,0,0,Standard
1126,815,2,28,2024,6,Miami International Autodrome,6,107036,9,4,Red Bull,85.0,195.0,90855,16181,17,11,57,29,832.0,9.747,852.0,3.766,2869.7999999999984,1,0,Standard
918,829,1,14,2014,19,Yas Marina Circuit,20,114642,207,17,Caterham,0.0,0.0,108398,6244,0,14,55,41,154.0,6.979,,15.0,418.0000000000143,0,0,Standard
955,831,2,24,2016,8,Baku City Circuit,16,116895,15,15,Sauber,0.0,0.0,107708,9187,7,17,51,27,825.0,0.398,830.0,6.666,1360.799999999995,0,0,Undercut
1072,842,1,13,2021,21,Jeddah Corniche Circuit,7,179573,213,6,AlphaTauri,92.0,112.0,92297,87276,0,13,50,37,844.0,2.431,815.0,2.089,5000.0,0,0,Emergency
1099,844,1,16,2023,2,Jeddah Corniche Circuit,5,97681,6,12,Ferrari,0.0,12.0,93056,4625,0,16,50,34,830.0,2.203,1.0,3.422,433.0999999999875,0,0,Standard
982,832,1,1,2017,14,Marina Bay Street Circuit,9,192844,5,10,Toro Rosso,36.0,40.0,106537,86307,0,1,58,57,839.0,2.975,825.0,1.547,0.0,0,0,Emergency
1024,817,1,34,2019,15,Marina Bay Street Circuit,16,149217,4,20,Renault,34.0,65.0,105915,43302,0,34,61,27,842.0,15.0,847.0,3.491,5000.0,1,0,Standard
992,830,1,38,2018,4,Baku City Circuit,4,109815,9,5,Red Bull,18.0,55.0,105771,4044,0,38,51,13,1.0,10.066,817.0,15.0,570.0000000000007,0,1,Standard
1039,847,2,8,2020,9,Autodromo Internazionale del Mugello,10,1586384,3,18,Williams,0.0,0.0,81645,100000,7,1,59,51,826.0,5.118,8.0,4.861,0.0,1,1,Emergency
1020,807,2,15,2019,11,Hockenheimring,5,111110,4,9,Renault,17.0,39.0,89576,21534,3,12,64,49,844.0,12.556,8.0,10.896,4220.7000000000035,0,0,Standard
1113,855,2,20,2023,15,Marina Bay Street Circuit,17,136694,51,0,Alfa Romeo,4.0,10.0,99316,37378,2,18,62,42,822.0,15.0,858.0,15.0,5000.0,0,1,Standard
1077,20,1,17,2022,4,Autodromo Enzo e Dino Ferrari,9,99443,117,13,Aston Martin,0.0,0.0,81211,18232,0,17,63,46,852.0,0.128,840.0,0.751,1066.4000000000085,0,0,Undercut
950,4,2,32,2016,3,Shanghai International Circuit,11,108515,1,11,McLaren,0.0,1.0,102226,6289,16,16,56,24,815.0,0.124,821.0,1.549,719.5000000000015,0,0,Undercut
1084,855,2,46,2022,11,Red Bull Ring,12,75507,51,13,Alfa Romeo,5.0,51.0,69380,6127,24,22,71,25,846.0,2.078,817.0,0.399,677.9000000000005,0,1,Standard
1057,822,3,48,2021,6,Baku City Circuit,14,186921,131,10,Mercedes,47.0,148.0,105665,81256,47,1,51,3,849.0,3.043,847.0,5.331,0.0,0,1,Emergency
1065,849,1,23,2021,14,Autodromo Nazionale di Monza,12,92043,3,13,Williams,7.0,20.0,85953,6090,0,23,53,30,839.0,2.603,847.0,0.066,884.7999999999972,0,0,Standard
1013,8,1,6,2019,4,Baku City Circuit,19,121670,51,0,Alfa Romeo,12.0,12.0,106479,15191,0,6,51,45,9.0,4.036,826.0,11.242,2503.9999999999977,0,1,Standard
978,4,1,20,2017,10,Silverstone Circuit,14,95878,1,20,McLaren,2.0,2.0,94263,1615,0,20,51,31,840.0,2.107,825.0,0.909,104.10000000000383,0,0,Standard
998,807,1,20,2018,10,Silverstone Circuit,7,94272,4,11,Renault,34.0,62.0,93405,867,0,20,52,32,8.0,7.594,825.0,9.271,-275.5999999999929,0,0,Standard
1141,1,1,27,2024,21,Autódromo José Carlos Pace,12,100067,131,14,Mercedes,189.0,366.0,82041,18026,0,27,69,42,860.0,2.397,832.0,6.31,3203.3999999999937,0,0,Standard
1016,8,2,58,2019,7,Circuit Gilles Villeneuve,15,95566,51,16,Alfa Romeo,13.0,13.0,75442,20124,6,52,70,12,154.0,2.188,848.0,15.0,3688.9999999999413,0,0,Standard
1069,832,1,11,2021,17,Circuit of the Americas,6,102767,6,5,Ferrari,116.5,232.5,100377,2390,0,11,56,45,817.0,3.266,822.0,10.73,-328.99999999999994,0,0,Standard
1128,832,1,1,2024,8,Circuit de Monaco,3,2462721,6,3,Ferrari,93.0,212.0,74726,100000,0,1,78,77,857.0,3.977,846.0,5.321,0.0,0,0,Emergency
930,18,3,44,2015,5,Circuit de Barcelona-Catalunya,16,96283,1,14,McLaren,0.0,0.0,91162,5121,27,17,66,22,815.0,8.244,813.0,4.218,544.6000000000006,0,1,Standard
1110,844,2,28,2023,12,Circuit de Spa-Francorchamps,3,115953,6,1,Ferrari,80.0,167.0,110436,5517,13,15,44,16,815.0,10.573,4.0,15.0,843.4000000000013,0,0,Standard
1080,20,2,23,2022,7,Circuit de Monaco,12,105460,117,9,Aston Martin,4.0,6.0,77558,27902,6,17,64,41,822.0,1.906,842.0,8.623,3485.399999999994,0,1,Standard
939,154,1,9,2015,13,Marina Bay Street Circuit,17,121706,208,10,Lotus F1,38.0,50.0,112353,9353,0,9,61,52,813.0,1.888,834.0,15.0,1617.4999999999932,0,0,Standard
1078,840,1,40,2022,5,Miami International Autodrome,11,109446,117,0,Aston Martin,1.0,5.0,93312,16134,0,40,57,17,854.0,0.505,825.0,0.981,2998.9000000000183,0,0,Undercut
1071,854,3,11,2021,19,Autódromo José Carlos Pace,20,109493,210,18,Haas F1 Team,0.0,0.0,73793,35700,8,3,71,60,847.0,15.0,,15.0,-5000.0,0,0,Standard
927,830,2,20,2015,2,Sepang International Circuit,7,112373,5,6,Toro Rosso,0.0,2.0,104579,7794,4,16,56,36,826.0,1.105,8.0,1.859,597.9000000000032,0,0,Standard
937,3,2,31,2015,11,Circuit de Spa-Francorchamps,1,120170,131,2,Mercedes,181.0,383.0,112416,7754,12,19,43,12,,15.0,1.0,6.084,1154.5000000000045,0,1,Standard
1057,846,3,48,2021,6,Baku City Circuit,7,184653,1,9,McLaren,56.0,80.0,105326,79327,47,1,51,3,852.0,2.232,832.0,1.136,0.0,1,1,Emergency
1118,4,2,2,2023,20,Autódromo José Carlos Pace,4,141143,117,4,Aston Martin,183.0,236.0,74442,66701,1,1,71,69,1.0,1.684,840.0,2.446,0.0,1,1,Standard
986,815,2,50,2017,18,Autódromo Hermanos Rodríguez,7,86262,10,9,Force India,86.0,159.0,79929,6333,18,32,71,21,20.0,4.968,825.0,15.0,1017.1999999999987,0,0,Standard
961,3,1,24,2016,14,Autodromo Nazionale di Monza,1,92860,131,2,Mercedes,223.0,455.0,86599,6261,0,24,53,29,,15.0,1.0,7.402,926.3000000000003,0,0,Standard
1100,1,3,57,2023,3,Albert Park Grand Prix Circuit,2,144440,131,3,Mercedes,20.0,38.0,80613,63827,55,2,58,1,830.0,3.083,4.0,15.0,-5000.0,1,1,Standard
1046,846,2,54,2020,16,Bahrain International Circuit,9,66254,1,19,McLaren,86.0,171.0,57270,8984,20,34,87,33,848.0,8.662,826.0,4.167,1516.9999999999902,0,1,Standard
1096,832,1,17,2022,22,Yas Marina Circuit,3,94037,6,4,Ferrari,234.0,524.0,88879,5158,0,17,58,41,844.0,6.553,1.0,5.18,544.7000000000007,0,0,Standard
1070,822,1,1,2021,18,Autódromo Hermanos Rodríguez,18,134035,131,1,Mercedes,185.0,460.5,77774,56261,0,1,71,70,840.0,3.598,,15.0,0.0,0,0,Emergency
1115,846,2,27,2023,17,Losail International Circuit,2,91183,1,10,McLaren,115.0,172.0,84842,6341,13,14,57,30,830.0,15.0,847.0,3.542,627.0999999999952,0,0,Standard
1120,1,2,35,2023,22,Yas Marina Circuit,6,91324,131,11,Mercedes,232.0,392.0,88372,2952,15,20,58,23,4.0,3.381,852.0,0.715,294.89999999999685,0,0,Standard
969,1,1,17,2017,1,Albert Park Grand Prix Circuit,4,106345,131,1,Mercedes,0.0,0.0,87033,19312,0,17,57,40,8.0,0.847,830.0,1.684,3585.6999999999994,0,0,Undercut
1036,8,1,20,2020,6,Circuit de Barcelona-Catalunya,16,92154,51,14,Alfa Romeo,0.0,2.0,81888,10266,0,20,66,46,848.0,5.115,154.0,0.228,1323.1000000000056,0,0,Standard
1131,4,3,68,2024,11,Red Bull Ring,17,75636,117,15,Aston Martin,41.0,58.0,67694,7942,35,33,71,3,822.0,12.426,855.0,13.731,-1225.8999999999858,0,0,Standard
1136,861,1,16,2024,16,Autodromo Nazionale di Monza,12,91193,3,18,Williams,0.0,4.0,83728,7465,0,16,53,37,822.0,3.706,847.0,3.257,964.7999999999918,0,0,Standard
927,830,3,40,2015,2,Sepang International Circuit,7,114152,5,6,Toro Rosso,0.0,2.0,104579,9573,20,20,56,16,13.0,3.111,832.0,12.91,1384.5000000000014,1,0,Standard
1089,839,1,19,2022,16,Autodromo Nazionale di Monza,10,91754,214,14,Alpine F1 Team,66.0,125.0,86593,5161,0,19,53,34,856.0,6.372,854.0,0.607,753.3000000000064,0,0,Standard
1087,830,1,15,2022,14,Circuit de Spa-Francorchamps,1,117820,9,14,Red Bull,258.0,431.0,109354,8466,0,15,44,29,,15.0,832.0,8.804,711.2000000000062,0,0,Standard
958,830,2,38,2016,11,Hungaroring,4,88689,9,4,Red Bull,90.0,198.0,84687,4002,16,22,70,32,20.0,13.252,817.0,0.576,717.2000000000032,0,0,Standard
1071,822,2,8,2021,19,Autódromo José Carlos Pace,4,132300,131,1,Mercedes,185.0,478.5,72526,59774,7,1,71,63,1.0,1.849,844.0,1.899,0.0,1,1,Standard
989,817,1,26,2018,1,Albert Park Grand Prix Circuit,4,137173,9,8,Red Bull,0.0,0.0,85945,51228,0,26,58,32,8.0,15.0,4.0,11.53,5000.0,0,0,Emergency
1020,848,1,2,2019,11,Hockenheimring,15,108695,5,16,Toro Rosso,7.0,19.0,77850,30845,0,2,64,62,840.0,0.936,826.0,0.306,-5000.0,0,0,Undercut
981,835,1,25,2017,13,Autodromo Nazionale di Monza,11,92063,4,17,Renault,0.0,34.0,85752,6311,0,25,53,28,838.0,8.317,4.0,2.137,973.4000000000003,0,0,Standard
961,4,1,13,2016,14,Autodromo Nazionale di Monza,11,93722,1,12,McLaren,30.0,48.0,85340,8382,0,13,53,40,830.0,2.573,154.0,1.189,1011.1000000000051,0,0,Standard
965,825,3,43,2016,18,Circuit of the Americas,13,105598,4,18,Renault,7.0,8.0,102475,3123,27,16,56,13,826.0,1.894,835.0,7.651,-88.80000000000139,0,0,Standard
1101,822,1,6,2023,4,Baku City Circuit,19,113204,51,13,Alfa Romeo,4.0,6.0,106304,6900,0,6,51,45,807.0,2.735,842.0,12.963,585.9999999999928,0,1,Standard
1139,848,2,33,2024,19,Circuit of the Americas,14,101702,3,14,Williams,12.0,16.0,99084,2618,3,30,56,23,852.0,5.371,822.0,0.104,47.599999999993585,0,0,Overcut
931,807,1,1,2015,6,Circuit de Monaco,19,146277,10,11,Force India,6.0,11.0,79921,66356,0,1,78,77,833.0,15.0,13.0,15.0,0.0,0,0,Standard
948,835,2,18,2016,1,Albert Park Grand Prix Circuit,12,1223356,4,13,Renault,0.0,0.0,92955,100000,12,6,57,39,822.0,2.222,815.0,1.16,5000.0,1,1,Emergency
944,830,2,34,2015,18,Autódromo José Carlos Pace,10,83399,5,9,Toro Rosso,47.0,65.0,75972,7427,11,23,71,37,154.0,3.896,831.0,5.804,1064.400000000009,0,0,Standard
1004,828,1,11,2018,16,Sochi Autodrom,10,106709,15,10,Sauber,6.0,21.0,97931,8778,0,11,53,42,832.0,2.106,844.0,2.833,669.799999999997,0,1,Standard
1004,840,1,7,2018,16,Sochi Autodrom,17,112775,3,14,Williams,6.0,7.0,99435,13340,0,7,53,46,845.0,3.48,4.0,12.032,1761.699999999991,0,1,Standard
1109,840,1,9,2023,11,Hungaroring,11,88932,117,14,Aston Martin,44.0,181.0,83425,5507,0,9,70,61,847.0,0.134,852.0,0.69,656.9999999999907,0,0,Undercut
979,828,1,1,2017,11,Hungaroring,17,116492,15,20,Sauber,0.0,5.0,81752,34740,0,1,70,69,154.0,0.233,836.0,0.615,0.0,0,0,Emergency
954,817,2,38,2016,7,Circuit Gilles Villeneuve,7,95370,9,4,Red Bull,66.0,112.0,76506,18864,21,17,70,32,8.0,2.449,807.0,2.992,3566.0999999999804,0,0,Standard
1126,825,1,22,2024,6,Miami International Autodrome,14,104467,210,18,Haas F1 Team,1.0,5.0,91774,12693,0,22,57,35,817.0,2.257,807.0,0.319,2085.3000000000015,0,0,Standard
1036,826,1,21,2020,6,Circuit de Barcelona-Catalunya,12,90029,213,12,AlphaTauri,2.0,14.0,82336,7693,0,21,66,45,817.0,2.643,825.0,2.413,896.7999999999956,0,0,Standard
1020,154,4,41,2019,11,Hockenheimring,11,117482,210,6,Haas F1 Team,2.0,16.0,78811,38671,28,13,64,23,826.0,4.847,825.0,3.802,5000.0,0,0,Standard
982,839,4,11,2017,14,Marina Bay Street Circuit,9,149829,10,14,Force India,55.0,113.0,107677,42152,3,8,58,47,832.0,11.643,840.0,7.292,3962.800000000004,0,0,Standard
939,834,1,13,2015,13,Marina Bay Street Circuit,18,156690,209,20,Manor Marussia,0.0,0.0,115312,41378,0,13,61,48,829.0,3.461,830.0,15.0,5000.0,0,1,Emergency
940,3,2,29,2015,14,Suzuka Circuit,3,101343,131,1,Mercedes,211.0,463.0,97147,4196,15,14,53,24,20.0,4.236,822.0,11.224,439.00000000000375,0,0,Standard
980,839,2,27,2017,12,Circuit de Spa-Francorchamps,7,115696,10,9,Force India,45.0,101.0,109721,5975,10,17,44,17,807.0,12.594,154.0,2.984,933.1999999999982,0,0,Standard
